,review_id,text,labels
59,60,"Дорогие путешественники категорически не рекомендую селиться в этот отель! С виду все отлично, приветливый персонал, чистые номера, достойные завтраки, удобное расположение отеля! А на самом деле все не так! У меня в отеле пропала золотая цепочка и кулоном! Причем пропало во время завтрака, в остальное время цепочка была при мне, при условии, что она не была на видном месте, это еще порыться нужно было, чтобы найти! У подруги пропало нижнее белье, извините, но это нонсенс уже какой то! Если насчет драгоценностей еще можно сказать держать при себе, то что делать с одеждой?! Держать в чемодане под замком. В общем если вам дороги ваши личные вещи выбирайте другой отель.","[{'aspect': 'общее впечатление', 'sentiment': 'negative'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'чистота номера', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'безопасность', 'sentiment': 'negative'}]"
60,61,"Одно из лучших мест в Санкт-Петербурге на мой взгляд. Очень живописное место, центр города, не очень шумно, шикарные номера и хорошая цена. Персонал был очень вежливым, внимательным и готовым помочь. Жаль, не удалось всего в ресторане попробовать.","[{'aspect': 'местоположение', 'sentiment': 'positive'}, {'aspect': 'шум', 'sentiment': 'positive'}, {'aspect': 'номера', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'ресторан', 'sentiment': 'negative'}]"
61,62,"Посетила данную гостиницу в июле - в момент белых ночей. (цены как и везде были подняты) Отель запомнился отличным ресепшеном с добрыми, приветливыми и понимающими девушками. За короткий промежуток пребывания в гостинице остались хорошие впечатления. По просьбе предоставили номер для некурящих, в котором до этого не курили, т.к. имеется острая непереносимость к запахам табака.","[{'aspect': 'цены', 'sentiment': 'negative'}, {'aspect': 'ресепшен', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'общие впечатления', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}]"
62,63,"Отель Невский Форум очень уютный, теплый и качественный отель!Персонал работает на все 100%Завтраки до 11 часов утра и это очень здорово, так как в Питере не удается ложится рано :-)) Развод мостов и другие красоты не позволяют.Расположение супер, халаты, тапочки и при этом приемлемые цены делают свое дело и рейтинг однозначно ставлю ""Отлично"".","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'удобства', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}]"
63,64,"Неплохой отель, но отделка номеров оставляет желать лучшего. Персонал доброжелателен. Завтрак на уровне ***. Быстро заселили, в номере чисто, ежедневная уборка. Удобно добираться на машине, бесплатная парковка без предварительного заказа парковочного места.","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'отделка номеров', 'sentiment': 'negative'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'процесс заселения', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'уборка', 'sentiment': 'positive'}, {'aspect': 'транспортная доступность', 'sentiment': 'positive'}, {'aspect': 'парковка', 'sentiment': 'positive'}]"
64,65,"Мне очень нравится этот отель. Первый раз был в нем лет 10 назад, а посетив его сейчас, почувствовала себя как дома. Прекрасный отель для семейного отдыха. Безусловно, это не роскошь Паруса или Мадината, но здесь все на очень достойном уровне. Просторные номера ( мы жили оба раза в Тауэр), все аксессуары для 5*, очень хорошо убираются. Везде приветливый персонал с улыбкой на лице. Мне в этом отеле очень нравится территория, очень зеленая, с лежаками на травке. Хорошие, качественные завтраки и неплохой, разнообразный шведский на ужин. Очень приятный СПА.В целом я бы очень посоветовала этот отель людям, которые уже были в Дубае и преследуют цель получить хороший качественный отдых в хорошей гостинице, особенно этот отель придется по нраву семьям с детьми.","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'уровень комфорта', 'sentiment': 'positive'}, {'aspect': 'номера', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'территория отеля', 'sentiment': 'positive'}, {'aspect': 'питание', 'sentiment': 'positive'}, {'aspect': 'спа', 'sentiment': 'positive'}, {'aspect': 'подходит для семейного отдыха', 'sentiment': 'positive'}]"
65,66,"Доброжелательный, отзывчивый персонал, но не очень удобное расположение самого отеля-от метро площадь Ал. Невского ехать на трамвае 24,27 или автобус 8,16 (3-я остановка) в промышленную зону; завтрак-какой-то пресный,безвкусный, (соки-яблочный, апельсиновый и какой-то 3-й,каша манная или овсяная на другой день,сыр, 2 вида колбасы, сосиски, блинчики, сметана, 3 джема, 2 вида омлета, яйца вареные,творожная запеканка, йогурт, 2 вида сухого корма к нему,йогурт в коробочке из крахмала, консервированные персики и ананасы, молоко, хлеб, круассанчики, нарезанный кекс,чай ""Гринфилд"", кофе, сливки в коробочках).Заселили в прокуренный номер,хотя на сайте написано, что для некурящих. От запаха избавиться невозможно, при включении света в ванной комнате автоматически включается вентилятор гоняющий отвратный запах, приходилось постоянно держать окна открытыми. Проживали 2 ночи и останавливаться там больше не хочется. Есть возможность оставить вещи до вечера или оформить поздний выезд за 100 рублей в час Очень приемлемая цена за такой большой номер студио, но совсем неудобное проживание. Все печально!","[{'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'negative'}, {'aspect': 'завтрак', 'sentiment': 'negative'}, {'aspect': 'номер', 'sentiment': 'negative'}, {'aspect': 'чистота', 'sentiment': 'negative'}, {'aspect': 'услуги', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'удобство', 'sentiment': 'negative'}]"
66,67,"Недорогой стандартный отель, в котором неоднократно останавливались ранее я с семьей, а ныне останавливаются мои друзья. Расположение мне нравится - рядом с невой. Если повезет, то получите номер с видом на Неву и Большеохтинский мост - самый красивый в СПб. Но красота его оценится только в солнечные дни и в Белые ночи.Сервис в отеле неплохой, завтраки неплохие на европейском уровне. На парковке всегда есть места, хотя по размерам она невелика.","[{'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'вид из номера', 'sentiment': 'mixed'}, {'aspect': 'сервис', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'парковка', 'sentiment': 'positive'}]"
67,68,"Благодаря понедельничной конференции, решил поехать с любимой в город на Неве на выходные (28-30 июня). Естественно, смотрел, где подешевле. Отель, где забронировал номер за два дня, оказался чуть ли не у кольцевой дороги, поэтому, за полтора часа до отправления поезда, начил смотреть новую. И я нашел Турист. За два дня стандартный номер - 6160 рублей. Я не стал бронировать через сайт, но позвонил. Мне сказали, что если я заранее оплачу без возможности отмены, то будет скидка 15%. Попробовал, не получилось... Это единственный минус:)Итак, об отеле. Находится в 5 минутах ходьбы от метро Электросила, три станции до Невского проспекта. Приятный зеленый район, впечатлила бабушка, которая, когда мы искали требуемый адрес, подошла и предложила помочь.Зашли в гостиницу, дали паспорта, сделали скан, дали карточку (а не ключ, как оиждалось). Было приятно услышать, что завтрак с 8 до 11 в кафе на втором этаже. Номер 406, возле общих душевых. Ожидая самого худшего, я был просто в восторге! Номер лучше, чем 3 звезды в Испании и на Кипре!Ванная комната с большой ванной, полотенца белые, махровые, чистые, тапочки(заметили их перед выездом). Телевизор плоский, показывает много каналов. Кровать большая, мягкая! Без кондея, да он и не нужен. Большой шкаф, две прикроватных тумбы. Единственный минус - вода немного пахнет и поначалу ржавая, но это я связываю с Питером в целом).Завтрак шведский стол, скромно, но сытно - сосиски колбаса, омлет, запеканка, чай кофе, печеньки вафельки. Девушка на ресепшн в последний день заказала нам таксо и это стоило на 150 рублей дороже, чем частник.Увидел отзывы здесь и решил исправить репутацию отеля)Всем рекомендую! Кто как настроен, то и получит(это оставившим отзывы ранее:)))","[{'aspect': 'бронирование', 'sentiment': 'negative'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'условия проживания', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'ванная комната', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'удобства', 'sentiment': 'positive'}, {'aspect': 'кровать', 'sentiment': 'positive'}, {'aspect': 'вода', 'sentiment': 'negative'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'такси', 'sentiment': 'negative'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}]"
68,69,"В Петербург мы с супругом отправились совершенно случайно, а отель выбрали буквально за 10 минут. И знаете что? Мы в восторге!! Очень теплый прием, комфортный отель и настоящий отдых для молодоженов :)  ","[{'aspect': 'прием', 'sentiment': 'positive'}, {'aspect': 'комфорт', 'sentiment': 'positive'}]"
69,70,"Небольшая гостиница, местораспожена на Ул. Александра Блока д 8. По расписанию от отеля ходит автобус до метро. В стоимость включен завтрак. Номера маленькие, фена в номере нет, возьмите с собой. В коридоре стоит гладильная доска и утюг. В сан узле не работает вытяжка, от этого неприятный запах в номерах. Есть Вай фай и проводной интернет в номерах. Воду из под крана лучше не пить, но бутилированной воды в номере нет, ее можно купить в аппарате на рецепшен. Звукоизоляция в номерах средняя. Стоимость соответствует уровню качества и сервиса.","[{'aspect': 'размер гостиницы', 'sentiment': 'neutral'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'транспорт', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'размер номера', 'sentiment': 'negative'}, {'aspect': 'удобства в номере', 'sentiment': 'negative'}, {'aspect': 'удобства в коридоре', 'sentiment': 'positive'}, {'aspect': 'санузел', 'sentiment': 'negative'}, {'aspect': 'интернет', 'sentiment': 'positive'}, {'aspect': 'качество воды', 'sentiment': 'negative'}, {'aspect': 'наличие бутилированной воды', 'sentiment': 'negative'}, {'aspect': 'звукоизоляция', 'sentiment': 'neutral'}, {'aspect': 'стоимость', 'sentiment': 'neutral'}]"
70,71,"Отель шикарен во всем: месторасположение (можно прогуляться до Эйфелевой башни, а можно и на елисейские поля по бутикам, и в Крэйзи хорз или кабаре Лидо вечерком заглянуть!); номера и обслуживание на высшем уровне!","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'номера', 'sentiment': 'positive'}, {'aspect': 'обслуживание', 'sentiment': 'positive'}]"
71,72,"Отель находится на очень тихой улице, в пешеходной доступности от центральных улиц. В отеле все номера разные и оформлены в стиле разных городов - Париж, Киото, Бали, Лондон и тд. В отеле есть внутренний дворик-сад с удобными диванами и столами, в теплое время очень приятно посидеть. Сам отель очень уютный, персонал, менеджер просто великолепные, безумно приятные и доброжелательные. Завтрак накрывают очень по-домашнему. На втором и третьем этажах есть дополнительные залы-переговорные-библиотеки, что очень удобно для переговоров и деловых встреч. Прекрасное место для деловых мероприятий, а также молодых пар, очень романтичное).","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'дизайн', 'sentiment': 'positive'}, {'aspect': 'внутренний дворик', 'sentiment': 'positive'}, {'aspect': 'уют', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'дополнительные помещения', 'sentiment': 'positive'}, {'aspect': 'подходит для', 'sentiment': 'positive'}]"
72,73,"Парижские отели известны своими небольшими номерами, но даже если ремонт делали очень давно обычно все работает. В этом отеле телефон не работал, фен только подавал признаки жизни, а обогреватель видимо просто для видимости установлен, ночью было холодно. Вообще общее впечатление на двоечку: первое, что попадает на глаза- все как-то слишком обшарпано и пыльно. Когда столкнулись с тем, что и половина техники не работает, а все окна выходят только во внутреннюю часть дома, стало грустновато. Попыталась номер поменять, но посмотрев альтернативу, смирилась с первым вариантом. Наверно не худший отель из троек в 9 округе, но в этом же районе останавливалась куда в более приличных гостиницах такого уровня.","[{'aspect': 'размер номера', 'sentiment': 'negative'}, {'aspect': 'ремонт', 'sentiment': 'neutral'}, {'aspect': 'телефон', 'sentiment': 'negative'}, {'aspect': 'фен', 'sentiment': 'negative'}, {'aspect': 'обогреватель', 'sentiment': 'negative'}, {'aspect': 'общее впечатление', 'sentiment': 'negative'}, {'aspect': 'чистота', 'sentiment': 'negative'}, {'aspect': 'техника', 'sentiment': 'negative'}, {'aspect': 'вид из окна', 'sentiment': 'negative'}, {'aspect': 'смена номера', 'sentiment': 'negative'}, {'aspect': 'сравнение с другими отелями', 'sentiment': 'negative'}]"
73,74,"Хороший уютный отель,удачное расположение на Мойке, чистый, теплый,доброжелательный персонал, Отличный вид на Спас в ресторане.Завтрак не всегда свежий и начинается гораздо позднее заявленного времени.Буду рекомендовать друзьям","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'вид из ресторана', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'negative'}]"
74,75,"Добрый день...Вот и мы посетили эту прекрасную сказочную страну...Прилетели около 6-ти утра прошли все формальности...и не стали дожидаться трансфера,взяли такси и в отеле мы были около семи утра...С нас взяли за 11-ть дней депозит-500 дрх.,доплатили и нам дали номер на 57-ом этаже премиум..Тут же вместе с нами нам подняли багаж,поэтому ждать не пришлось....Вид из окна был потрясающий..Вскоре пошли на завтрак,очень даже не плохой скажу я Вам,тут же познакомились с русско-говорящим парнем Денисом,он нам в кратце рассказал,что и как,где бассейн,где спа-салон и т.п...У нас были завтраки и ужины поэтому мы могли менять их между собой (обед и ужин) Ужины очень приличные и вкусные,особенно нам понравились роллы и суши на ужине...Обед посетили пару раз,тоже очень понравилось,могу сказать,что с детьми смело можно найти что покушать...Минусов я не заметила...Ни заветренных фруктов,ничего подобного...Пару раз заказывали завтрак и обед в номер...На обед лобстера в сливочном соусе и бараньи ребрышки-Вкусейшие...Персонал очень доброжелательный всегда улыбается и готов помочь с любой просьбой...правда и мы не ходили с кислыми минами,самим хотелось улыбаться в ответ постоянно...Единственный минус-это как мне кажется уборщики-уборка не плохая белье,халаты,полотенца менялось ежедневно,но очень поздно...примерно с 16.30 и 17.30...Хотелось уже отдохнуть от дневных путешествий,но тут нарисовывались они самые...Мы и денюжку им оставляли и просили,чтобы приходили пораньше,но увы...видимо верхние этажи они убирают позднее обычного...В бассейне купались каждое утро максимум до десяти утра,затем ехали куда нибудь...Тоже понравился,все чистенько аккуратненько...(Например мы с мужем ездили к друзьям на пальму в отель-так мы вообще оказались в начале девяностых в Сочи....столько русских..и как то сразу неуютно стало и вспомнилась давно забытая нами а-ля Турция.В заливе плавать невозможно,вода пахнет тиной...т.е купались только в бассейне...Извините и за это переплачивать почти в два раза..?!....Нет наш отель значительно лучше....Все чистенькое,аккуратненькое,новенькое и свеженькое-вот мое мнение ))...Интернет в отеле платный и не плохого качества,что немаловажно....Как уже говорилось метро совсем рядом и это очень удобно,мы постоянно им пользовались...Брали золотую карту и нисколько не пожалели,в вагоне кожаные сиденья,работает кондиционер, а вид с места машиниста-вообще сказка...Мой личный вывод отель очень хороший и в следующий раз мы обязательно вернемся в этот отель....Спасибо Всем,кто оставляет свои отзывы-они очень помогают новым туристам....Мне вот например они были как инструкция к действию.","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'депозит', 'sentiment': 'neutral'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'багаж', 'sentiment': 'positive'}, {'aspect': 'вид из окна', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'спа-салон', 'sentiment': 'positive'}, {'aspect': 'питание', 'sentiment': 'positive'}, {'aspect': 'ужин', 'sentiment': 'positive'}, {'aspect': 'обед', 'sentiment': 'positive'}, {'aspect': 'заказ еды в номер', 'sentiment': 'positive'}, {'aspect': 'уборка номера', 'sentiment': 'mixed'}, {'aspect': 'бассейн', 'sentiment': 'positive'}, {'aspect': 'интернет', 'sentiment': 'positive'}, {'aspect': 'метро', 'sentiment': 'positive'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}]"
75,76,"Только вернулись из этого отеля, и не могу сказать что нам там понравилось. Были 8 дней с двумя маленькими детьми. Проблемы начались еще при заезде. Только к вечеру следующего дня нам удалось добиться переселения в забронированный номер. И так было почти со всеми туристами из России. Зато у иностранных граждан проблем с этим не возникало. Их заселяли сразу, во сколько бы они не прибыли. На обед и ужин 3 дня давали одно и то же, т.е. то, что не доели в обед, будьте любезны дохомячить на ужин. Ну не выбрасывать же, право слово! Клубнику мы наблюдали только как украшение десертов. По субботам половина пляжа арендуется местными для проведения своих мероприятий. Машины подвозят инвентарь и провиант. Прямо по песочку катаются. И, если вы решили понежиться у залива, но в непосредственной близости от места проведения праздника, к вам подойдут с настойчивой просьбой уйти подальше. Как мы поняли, раз в неделю (или это нам так не повезло) по пляжу ездит трактор, чистит территорию. Воняет соляркой, а по воде плавают куски непонятной пены. При отъезде вам пытаются выставить счет далеко не на ту сумму, на которую вы наели и напили. На гораздо большую!!! Так, что счет обязателен к проверке. Довольно посредственный детский клуб. Каждый вечер одна и та же анимация. Девочки себя не утруждают. Коктейли, как алкогольные, так и безалкогольные делать совсем не умеют. Пина колада по-риксоски - смешать молоко с кокосовым сиропом. Разговаривала с туристами, которые были там в ноябре. Они в шоке, насколько разительные перемены произошли. В ноябре 2013 все было просто супер, в апреле 2014 - с точностью до наоборот. Для маленьких постояльцев дают кровати-манежи в очень убогом состоянии. Из плюсов: уборка номера-чисто, смена белья каждый день. Живая музыка по вечерам. Но, если вы проживаете в первом корпусе, и предпочитаете рано ложиться спать, это вам будет только мешать.","[{'aspect': 'заезд', 'sentiment': 'negative'}, {'aspect': 'обслуживание', 'sentiment': 'negative'}, {'aspect': 'питание', 'sentiment': 'negative'}, {'aspect': 'пляж', 'sentiment': 'negative'}, {'aspect': 'чистота пляжа', 'sentiment': 'negative'}, {'aspect': 'счет', 'sentiment': 'negative'}, {'aspect': 'детский клуб', 'sentiment': 'negative'}, {'aspect': 'анимация', 'sentiment': 'negative'}, {'aspect': 'коктейли', 'sentiment': 'negative'}, {'aspect': 'изменения в отеле', 'sentiment': 'negative'}, {'aspect': 'условия проживания для детей', 'sentiment': 'negative'}, {'aspect': 'уборка номера', 'sentiment': 'positive'}, {'aspect': 'смена белья', 'sentiment': 'positive'}, {'aspect': 'музыка', 'sentiment': 'mixed'}]"
76,77,"Удобное, близкое расположение относительно 2-х вокзалов (Восточного и Северного). Простой, приятный отель в старом здании с затертым косметическим ремонтом. Санузел чистый, полотенца, шампунь и мыло меняли каждый день. Неплохой бюджетный вариант.","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'атмосфера', 'sentiment': 'mixed'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'услуги', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}]"
77,78,"еда однообразная, за все надо платить, пить и есть свои продукты можно только в номере, а цены на напитки в ресторанах отеля космические. интернет платный и плохой..........................................","[{'aspect': 'еда', 'sentiment': 'negative'}, {'aspect': 'цены', 'sentiment': 'negative'}, {'aspect': 'правила питания в отеле', 'sentiment': 'negative'}, {'aspect': 'интернет', 'sentiment': 'negative'}]"
78,79,"Родители подарили нам с мужем на свадьбу проживание в этом отеле. Номер был один из дорогих-Анталия. Могу сказать, что мы люди не привередливые, но некоторые моменты нас просто вывели из себя. Сначала я наткнулась на сладкое, высохшее пятно на полу, потом на отсутствие розеток в номере. Пришлось выключать телевизор чтобы зарядить аккумуляторы. Лампа около углового дивана не была включена в розетку. Я лично не смогла его отодвинуть.Отсутствие полочки для мыльных принадлежностей в душе, пришлось ставить все на пол.Настольная лампа была только на одной тумбочке около кровати.Когда мы заселялись, то сразу спросили у арминистратора отеля по поводу СПА процедур,она нас отправила к арминистратору СПА центра. Дважды заходили туда и так и не смогли его там застать. Потом нам сказали, что он уже ушел домой и будет только завтра.На следующий день мы снова подошли к администратору отеля(была уже другая девушка). Она нам ответила,что если мы хотим что-то заказать, то это надо было делать заранее. Если мы хотим попасть на СПА процедуры,то лучше позвонить специалисту,которая живет недалеко и она прибежит.И последнее-оказывается там идет ремонт и куда-нибудь попасть все равно не удастся."" Вы же не хотите,чтобы вам делали массаж,а за стеной сверлили дрелью""-был нам ответ. Только непонятно почему нельзя было предупредить об этом заранее???!!!Последней каплей было то,что в коридоре к нам пристала уборщица с вопросами когда можно будет убрать наш номер.Это было первый раз за все время,что мы путешествуем, в итоге мы отказались от проживания в этом отеле, но деньги нам не вернули, сказали, что надо ехать в Питер к ним в офис.В ресторане при отеле завтрак мы прождали 50 минут, хоть мы и были практически единственными посетителями.В общем, отдых и настроение были испорчены..Мой совет всем отдыхающим-поищите другое место для отдыха если не хотите, чтобы вам его испортили.","[{'aspect': 'чистота', 'sentiment': 'negative'}, {'aspect': 'удобства в номере', 'sentiment': 'negative'}, {'aspect': 'сервис', 'sentiment': 'negative'}, {'aspect': 'спа-процедуры', 'sentiment': 'negative'}, {'aspect': 'ремонт', 'sentiment': 'negative'}, {'aspect': 'персонал', 'sentiment': 'negative'}, {'aspect': 'возврат денег', 'sentiment': 'negative'}, {'aspect': 'ресторан', 'sentiment': 'negative'}, {'aspect': 'общее впечатление', 'sentiment': 'negative'}]"
79,80,"Если приехали в Дубай по делам и планируете находиться за пределами Emirates Road, а именно в окрестностях Силиконового Оазиса, Mirdiff или Academic City - вам сюда. Отель очень хороший, чистый, завтраки вкусные, бесплатные шатлы, все отлично и четко, как и положено в сетях отелей такого типа. Находится на отшибе Дубай, вокруг пустыня и строящиеся объекты; с транспортом туговато, есть автобус до станции метро. Но, район бурно развивается. Недалеко располагается Dubai Outlet Mall. Мне отель очень понравился, рекомендую для утилитарных целей. Если планируете остановиться там во время отпуска, то будет далековато и дороговато добираться до центра, пляжа, торговых центров.","[{'aspect': 'расположение', 'sentiment': 'mixed'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'транспорт', 'sentiment': 'negative'}, {'aspect': 'развитие района', 'sentiment': 'positive'}, {'aspect': 'доступность торгового центра', 'sentiment': 'positive'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'доступность центра города и пляжа', 'sentiment': 'negative'}, {'aspect': 'цена', 'sentiment': 'negative'}]"
80,81,"Очень помогала француженка, владеющая русским- Магдалена и др . Сотрудники ресепшена. Советовали хорошие рестораны с уткой, фуагра , устрицами итд и тп. Огромное им спасибо за гостеприимство и хорошее исполнение своей работы .Смазал впечатление ресепшионист, который по нашему приезду не сообщил о 30 проц. о скидке в ресторане отеля для постояльцев , узнали об этом после 2 ужинов, деньги не вернули. Номер у нас был сьют. Выбрали его за обещанный метраж - 42 м. Не знаю на счет 42 м, но ванна метров 10, коридор 8 м , комната 15. Плюс это полугруглый французский эркер с тремя окнами- красиво, много света. ","[{'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'рекомендации ресторанов', 'sentiment': 'positive'}, {'aspect': 'гостеприимство', 'sentiment': 'positive'}, {'aspect': 'работа ресепшена', 'sentiment': 'mixed'}, {'aspect': 'скидка в ресторане', 'sentiment': 'negative'}, {'aspect': 'номер', 'sentiment': 'mixed'}, {'aspect': 'метраж номера', 'sentiment': 'negative'}, {'aspect': 'ванная комната', 'sentiment': 'positive'}, {'aspect': 'коридор', 'sentiment': 'positive'}, {'aspect': 'комната', 'sentiment': 'positive'}, {'aspect': 'окна', 'sentiment': 'positive'}]"
81,82,"Отель выбирали долго, приехали из Германии на одну ночь посмотреть Париж, хотелось не переплачивать, но комфортно переночевать. В выборе не ошиблись. Очень вежливый и приветливый персонал, бесплатный WiFi. Рядом много кафе, а до центра можно дойти пешком минут за 20. За такие деньги - отличный выбор. Завтраки, как и в большинстве отелей Европы, простые, но хорошие. Номер чистый, уборка ежедневно. Отель рекомендую.","[{'aspect': 'выбор отеля', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'wifi', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'уборка', 'sentiment': 'positive'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}]"
82,83,"Очень быстро разместили, доброжилательность персонала и отзывчивость. Соответствие цены и качества. Чистые полотенца. Хороший завтрак. Очень хороший персонал в баре у ресепшена. В номере чисто но не было проветрено. От бывшего поситителя остался очень сильный мужской парфюм. ","[{'aspect': 'размещение', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'качество', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'персонал бара', 'sentiment': 'positive'}, {'aspect': 'чистота номера', 'sentiment': 'mixed'}, {'aspect': 'запах в номере', 'sentiment': 'negative'}]"
83,84,"Были с мужем в этом отеле с 28.09.2012 по 05.10.2012. в номере, выходящем во двор. Номер просторный. Понравилось и месторасположение отеля и чистота в номере и хорошие завтраки. Круассаны и кофе выше похвал. Персонал на рецепшене очень приветливый и отзывчивый. Интерьеры интересные. Придраться не к чему, если только незначительный рокот из окна (похоже, работает какое-то оборудование). Но нам это не мешало, хотя спали с приоткрытым окном. Все было замечательно, всему персоналу большое спасибо!","[{'aspect': 'дата проживания', 'sentiment': 'neutral'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'интерьер', 'sentiment': 'positive'}, {'aspect': 'шум из окна', 'sentiment': 'negative'}]"
